CountyName,CountyId,StateAbbreviation,FIPS,GrowingAreaId,FractionSoilOrganicMatter,SoilOrganicMatterPlantAvailableNPerAcre,GeographyId,GeographyTypeId,GeographyName
"Anne Arundel, MD",0.015,,,,,,,,
"Anne Arundel, MD",45.0,,,,,,,,
"Anne Arundel, MD",300,,,,,,,,
"Anne Arundel, MD",4,,,,,,,,
"Anne Arundel, MD",24003(cbwsonly),,,,,,,,
"Calvert, MD",12,,,,,,,,
"Calvert, MD",3,,,,,,,,
"Calvert, MD",24009,,,,,,,,
"Calvert, MD",3,,,,,,,,
"Calvert, MD",0.015,,,,,,,,
"Calvert, MD",45.0,,,,,,,,
"Calvert, MD",301,,,,,,,,
"Calvert, MD",4,,,,,,,,
"Calvert, MD",24009(cbwsonly),,,,,,,,
"Caroline, MD",13,,,,,,,,
"Caroline, MD",3,,,,,,,,
"Caroline, MD",24011,,,,,,,,
"Caroline, MD",3,,,,,,,,
"Caroline, MD",0.015,,,,,,,,
"Caroline, MD",45.0,,,,,,,,
"Caroline, MD",302,,,,,,,,
"Caroline, MD",4,,,,,,,,
"Caroline, MD",24011(cbwsonly),,,,,,,,
"Charles, MD",14,,,,,,,,
"Charles, MD",3,,,,,,,,
"Charles, MD",24017,,,,,,,,
"Charles, MD",3,,,,,,,,
"Charles, MD",0.015,,,,,,,,
"Charles, MD",45.0,,,,,,,,
"Charles, MD",303,,,,,,,,
"Charles, MD",4,,,,,,,,
"Charles, MD",24017(cbwsonly),,,,,,,,
"Dorchester, MD",15,,,,,,,,
"Dorchester, MD",3,,,,,,,,
"Dorchester, MD",24019,,,,,,,,
"Dorchester, MD",3,,,,,,,,
"Dorchester, MD",0.015,,,,,,,,
"Dorchester, MD",45.0,,,,,,,,
"Dorchester, MD",304,,,,,,,,
"Dorchester, MD",4,,,,,,,,
"Dorchester, MD",24019(cbwsonly),,,,,,,,
"Kent, MD",16,,,,,,,,
"Kent, MD",3,,,,,,,,
"Kent, MD",24029,,,,,,,,
"Kent, MD",3,,,,,,,,
"Kent, MD",0.015,,,,,,,,
"Kent, MD",45.0,,,,,,,,
"Kent, MD",305,,,,,,,,
"Kent, MD",4,,,,,,,,
"Kent, MD",24029(cbwsonly),,,,,,,,
"Prince Georges, MD",17,,,,,,,,
"Prince Georges, MD",3,,,,,,,,
"Prince Georges, MD",24033,,,,,,,,
"Prince Georges, MD",3,,,,,,,,
"Prince Georges, MD",0.015,,,,,,,,
"Prince Georges, MD",45.0,,,,,,,,
"Prince Georges, MD",306,,,,,,,,
"Prince Georges, MD",4,,,,,,,,
"Prince Georges, MD",24033(cbwsonly),,,,,,,,
"Queen Annes, MD",18,,,,,,,,
"Queen Annes, MD",3,,,,,,,,
"Queen Annes, MD",24035,,,,,,,,
"Queen Annes, MD",3,,,,,,,,
"Queen Annes, MD",0.015,,,,,,,,
"Queen Annes, MD",45.0,,,,,,,,
"Queen Annes, MD",307,,,,,,,,
"Queen Annes, MD",4,,,,,,,,
"Queen Annes, MD",24035(cbwsonly),,,,,,,,
"St. Marys, MD",19,,,,,,,,
"St. Marys, MD",3,,,,,,,,
"St. Marys, MD",24037,,,,,,,,
"St. Marys, MD",3,,,,,,,,
"St. Marys, MD",0.015,,,,,,,,
"St. Marys, MD",45.0,,,,,,,,
"St. Marys, MD",308,,,,,,,,
"St. Marys, MD",4,,,,,,,,
"St. Marys, MD",24037(cbwsonly),,,,,,,,
"Somerset, MD",20,,,,,,,,
"Somerset, MD",3,,,,,,,,
"Somerset, MD",24039,,,,,,,,
"Somerset, MD",3,,,,,,,,
"Somerset, MD",0.015,,,,,,,,
"Somerset, MD",45.0,,,,,,,,
"Somerset, MD",309,,,,,,,,
"Somerset, MD",4,,,,,,,,
"Somerset, MD",24039(cbwsonly),,,,,,,,
"Talbot, MD",21,,,,,,,,
"Talbot, MD",3,,,,,,,,
"Talbot, MD",24041,,,,,,,,
"Talbot, MD",3,,,,,,,,
"Talbot, MD",0.015,,,,,,,,
"Talbot, MD",45.0,,,,,,,,
"Talbot, MD",310,,,,,,,,
"Talbot, MD",4,,,,,,,,
"Talbot, MD",24041(cbwsonly),,,,,,,,
"Wicomico, MD",22,,,,,,,,
"Wicomico, MD",3,,,,,,,,
"Wicomico, MD",24045,,,,,,,,
"Wicomico, MD",3,,,,,,,,
"Wicomico, MD",0.015,,,,,,,,
"Wicomico, MD",45.0,,,,,,,,
"Wicomico, MD",311,,,,,,,,
"Wicomico, MD",4,,,,,,,,
"Wicomico, MD",24045(cbwsonly),,,,,,,,
"Allegany, MD",23,,,,,,,,
"Allegany, MD",3,,,,,,,,
"Allegany, MD",24001,,,,,,,,
"Allegany, MD",4,,,,,,,,
"Allegany, MD",0.015,,,,,,,,
"Allegany, MD",45.0,,,,,,,,
"Allegany, MD",312,,,,,,,,
"Allegany, MD",4,,,,,,,,
"Allegany, MD",24001(cbwsonly),,,,,,,,
"Garrett, MD",24,,,,,,,,
"Garrett, MD",3,,,,,,,,
"Garrett, MD",24023,,,,,,,,
"Garrett, MD",4,,,,,,,,
"Garrett, MD",0.015,,,,,,,,
"Garrett, MD",45.0,,,,,,,,
"Garrett, MD",313,,,,,,,,
"Garrett, MD",4,,,,,,,,
"Garrett, MD",24023(cbwsonly),,,,,,,,
"Washington, MD",25,,,,,,,,
"Washington, MD",3,,,,,,,,
"Washington, MD",24043,,,,,,,,
"Washington, MD",4,,,,,,,,
"Washington, MD",0.015,,,,,,,,
"Washington, MD",45.0,,,,,,,,
"Washington, MD",314,,,,,,,,
"Washington, MD",4,,,,,,,,
"Washington, MD",24043(cbwsonly),,,,,,,,
"Lycoming, PA",26,,,,,,,,
"Lycoming, PA",6,,,,,,,,
"Lycoming, PA",42081,,,,,,,,
"Lycoming, PA",6,,,,,,,,
"Lycoming, PA",0.015,,,,,,,,
"Lycoming, PA",45.0,,,,,,,,
"Lycoming, PA",315,,,,,,,,
"Lycoming, PA",4,,,,,,,,
"Lycoming, PA",42081(cbwsonly),,,,,,,,
"Mckean, PA",27,,,,,,,,
"Mckean, PA",6,,,,,,,,
"Mckean, PA",42083,,,,,,,,
"Mckean, PA",6,,,,,,,,
"Mckean, PA",0.015,,,,,,,,
"Mckean, PA",45.0,,,,,,,,
"Mckean, PA",316,,,,,,,,
"Mckean, PA",4,,,,,,,,
"Mckean, PA",42083(cbwsonly),,,,,,,,
"Potter, PA",28,,,,,,,,
"Potter, PA",6,,,,,,,,
"Potter, PA",42105,,,,,,,,
"Potter, PA",6,,,,,,,,
"Potter, PA",0.015,,,,,,,,
"Potter, PA",45.0,,,,,,,,
"Potter, PA",317,,,,,,,,
"Potter, PA",4,,,,,,,,
"Potter, PA",42105(cbwsonly),,,,,,,,
"Somerset, PA",29,,,,,,,,
"Somerset, PA",6,,,,,,,,
"Somerset, PA",42111,,,,,,,,
"Somerset, PA",6,,,,,,,,
"Somerset, PA",0.015,,,,,,,,
"Somerset, PA",45.0,,,,,,,,
"Somerset, PA",318,,,,,,,,
"Somerset, PA",4,,,,,,,,
"Somerset, PA",42111(cbwsonly),,,,,,,,
"Sullivan, PA",30,,,,,,,,
"Sullivan, PA",6,,,,,,,,
"Sullivan, PA",42113,,,,,,,,
"Sullivan, PA",6,,,,,,,,
"Sullivan, PA",0.015,,,,,,,,
"Sullivan, PA",45.0,,,,,,,,
"Sullivan, PA",319,,,,,,,,
"Sullivan, PA",4,,,,,,,,
"Sullivan, PA",42113(cbwsonly),,,,,,,,
"Susquehanna, PA",31,,,,,,,,
"Susquehanna, PA",6,,,,,,,,
"Susquehanna, PA",42115,,,,,,,,
"Susquehanna, PA",6,,,,,,,,
"Susquehanna, PA",0.015,,,,,,,,
"Susquehanna, PA",45.0,,,,,,,,
"Susquehanna, PA",320,,,,,,,,
"Susquehanna, PA",4,,,,,,,,
"Susquehanna, PA",42115(cbwsonly),,,,,,,,
"Tioga, PA",32,,,,,,,,
"Tioga, PA",6,,,,,,,,
"Tioga, PA",42117,,,,,,,,
"Tioga, PA",6,,,,,,,,
"Tioga, PA",0.015,,,,,,,,
"Tioga, PA",45.0,,,,,,,,
"Tioga, PA",321,,,,,,,,
"Tioga, PA",4,,,,,,,,
"Tioga, PA",42117(cbwsonly),,,,,,,,
"Wayne, PA",33,,,,,,,,
"Wayne, PA",6,,,,,,,,
"Wayne, PA",42127,,,,,,,,
"Wayne, PA",6,,,,,,,,
"Wayne, PA",0.015,,,,,,,,
"Wayne, PA",45.0,,,,,,,,
"Wayne, PA",322,,,,,,,,
"Wayne, PA",4,,,,,,,,
"Wayne, PA",42127(cbwsonly),,,,,,,,
"Wyoming, PA",34,,,,,,,,
"Wyoming, PA",6,,,,,,,,
"Wyoming, PA",42131,,,,,,,,
"Wyoming, PA",6,,,,,,,,
"Wyoming, PA",0.015,,,,,,,,
"Wyoming, PA",45.0,,,,,,,,
"Wyoming, PA",323,,,,,,,,
"Wyoming, PA",4,,,,,,,,
"Wyoming, PA",42131(cbwsonly),,,,,,,,
"Luzerne, PA",35,,,,,,,,
"Luzerne, PA",6,,,,,,,,
"Luzerne, PA",42079,,,,,,,,
"Luzerne, PA",7,,,,,,,,
"Luzerne, PA",0.015,,,,,,,,
"Luzerne, PA",45.0,,,,,,,,
"Luzerne, PA",324,,,,,,,,
"Luzerne, PA",4,,,,,,,,
"Luzerne, PA",42079(cbwsonly),,,,,,,,
"Mifflin, PA",36,,,,,,,,
"Mifflin, PA",6,,,,,,,,
"Mifflin, PA",42087,,,,,,,,
"Mifflin, PA",7,,,,,,,,
"Mifflin, PA",0.015,,,,,,,,
"Mifflin, PA",45.0,,,,,,,,
"Mifflin, PA",325,,,,,,,,
"Mifflin, PA",4,,,,,,,,
"Mifflin, PA",42087(cbwsonly),,,,,,,,
"Montour, PA",37,,,,,,,,
"Montour, PA",6,,,,,,,,
"Montour, PA",42093,,,,,,,,
"Montour, PA",7,,,,,,,,
"Montour, PA",0.015,,,,,,,,
"Montour, PA",45.0,,,,,,,,
"Montour, PA",326,,,,,,,,
"Montour, PA",4,,,,,,,,
"Montour, PA",42093(cbwsonly),,,,,,,,
"Northumberland, PA",38,,,,,,,,
"Northumberland, PA",6,,,,,,,,
"Northumberland, PA",42097,,,,,,,,
"Northumberland, PA",7,,,,,,,,
"Northumberland, PA",0.015,,,,,,,,
"Northumberland, PA",45.0,,,,,,,,
"Northumberland, PA",327,,,,,,,,
"Northumberland, PA",4,,,,,,,,
"Northumberland, PA",42097(cbwsonly),,,,,,,,
"Perry, PA",39,,,,,,,,
"Perry, PA",6,,,,,,,,
"Perry, PA",42099,,,,,,,,
"Perry, PA",7,,,,,,,,
"Perry, PA",0.015,,,,,,,,
"Perry, PA",45.0,,,,,,,,
"Perry, PA",328,,,,,,,,
"Perry, PA",4,,,,,,,,
"Perry, PA",42099(cbwsonly),,,,,,,,
"Schuylkill, PA",40,,,,,,,,
"Schuylkill, PA",6,,,,,,,,
"Schuylkill, PA",42107,,,,,,,,
"Schuylkill, PA",7,,,,,,,,
"Schuylkill, PA",0.015,,,,,,,,
"Schuylkill, PA",45.0,,,,,,,,
"Schuylkill, PA",329,,,,,,,,
"Schuylkill, PA",4,,,,,,,,
"Schuylkill, PA",42107(cbwsonly),,,,,,,,
"Snyder, PA",41,,,,,,,,
"Snyder, PA",6,,,,,,,,
"Snyder, PA",42109,,,,,,,,
"Snyder, PA",7,,,,,,,,
"Snyder, PA",0.015,,,,,,,,
"Snyder, PA",45.0,,,,,,,,
"Snyder, PA",330,,,,,,,,
"Snyder, PA",4,,,,,,,,
"Snyder, PA",42109(cbwsonly),,,,,,,,
"Union, PA",42,,,,,,,,
"Union, PA",6,,,,,,,,
"Union, PA",42119,,,,,,,,
"Union, PA",7,,,,,,,,
"Union, PA",0.015,,,,,,,,
"Union, PA",45.0,,,,,,,,
"Union, PA",331,,,,,,,,
"Union, PA",4,,,,,,,,
"Union, PA",42119(cbwsonly),,,,,,,,
"Lancaster, PA",43,,,,,,,,
"Lancaster, PA",6,,,,,,,,
"Lancaster, PA",42071,,,,,,,,
"Lancaster, PA",8,,,,,,,,
"Lancaster, PA",0.015,,,,,,,,
"Lancaster, PA",45.0,,,,,,,,
"Lancaster, PA",332,,,,,,,,
"Lancaster, PA",4,,,,,,,,
"Lancaster, PA",42071(cbwsonly),,,,,,,,
"Lebanon, PA",44,,,,,,,,
"Lebanon, PA",6,,,,,,,,
"Lebanon, PA",42075,,,,,,,,
"Lebanon, PA",8,,,,,,,,
"Lebanon, PA",0.015,,,,,,,,
"Lebanon, PA",45.0,,,,,,,,
"Lebanon, PA",333,,,,,,,,
"Lebanon, PA",4,,,,,,,,
"Lebanon, PA",42075(cbwsonly),,,,,,,,
"York, PA",45,,,,,,,,
"York, PA",6,,,,,,,,
"York, PA",42133,,,,,,,,
"York, PA",8,,,,,,,,
"York, PA",0.015,,,,,,,,
"York, PA",45.0,,,,,,,,
"York, PA",334,,,,,,,,
"York, PA",4,,,,,,,,
"York, PA",42133(cbwsonly),,,,,,,,
"Accomack, VA",46,,,,,,,,
"Accomack, VA",7,,,,,,,,
"Accomack, VA",51001,,,,,,,,
"Accomack, VA",9,,,,,,,,
"Accomack, VA",0.015,,,,,,,,
"Accomack, VA",45.0,,,,,,,,
"Accomack, VA",335,,,,,,,,
"Accomack, VA",4,,,,,,,,
"Accomack, VA",51001(cbwsonly),,,,,,,,
"Arlington, VA",47,,,,,,,,
"Arlington, VA",7,,,,,,,,
"Arlington, VA",51013,,,,,,,,
"Arlington, VA",9,,,,,,,,
"Arlington, VA",0.015,,,,,,,,
"Arlington, VA",45.0,,,,,,,,
"Arlington, VA",336,,,,,,,,
"Arlington, VA",4,,,,,,,,
"Arlington, VA",51013(cbwsonly),,,,,,,,
"Caroline, VA",48,,,,,,,,
"Caroline, VA",7,,,,,,,,
"Caroline, VA",51033,,,,,,,,
"Caroline, VA",9,,,,,,,,
"Caroline, VA",0.015,,,,,,,,
"Caroline, VA",45.0,,,,,,,,
"Caroline, VA",337,,,,,,,,
"Caroline, VA",4,,,,,,,,
"Caroline, VA",51033(cbwsonly),,,,,,,,
"Charles City, VA",49,,,,,,,,
"Charles City, VA",7,,,,,,,,
"Charles City, VA",51036,,,,,,,,
"Charles City, VA",9,,,,,,,,
"Charles City, VA",0.015,,,,,,,,
"Charles City, VA",45.0,,,,,,,,
"Charles City, VA",338,,,,,,,,
"Charles City, VA",4,,,,,,,,
"Charles City, VA",51036(cbwsonly),,,,,,,,
"Essex, VA",50,,,,,,,,
"Essex, VA",7,,,,,,,,
"Essex, VA",51057,,,,,,,,
"Essex, VA",9,,,,,,,,
"Essex, VA",0.015,,,,,,,,
"Essex, VA",45.0,,,,,,,,
"Essex, VA",339,,,,,,,,
"Essex, VA",4,,,,,,,,
"Essex, VA",51057(cbwsonly),,,,,,,,
"Gloucester, VA",51,,,,,,,,
"Gloucester, VA",7,,,,,,,,
"Gloucester, VA",51073,,,,,,,,
"Gloucester, VA",9,,,,,,,,
"Gloucester, VA",0.015,,,,,,,,
"Gloucester, VA",45.0,,,,,,,,
"Gloucester, VA",340,,,,,,,,
"Gloucester, VA",4,,,,,,,,
"Gloucester, VA",51073(cbwsonly),,,,,,,,
"Hanover, VA",53,,,,,,,,
"Hanover, VA",7,,,,,,,,
"Hanover, VA",51085,,,,,,,,
"Hanover, VA",9,,,,,,,,
"Hanover, VA",0.015,,,,,,,,
"Hanover, VA",45.0,,,,,,,,
"Hanover, VA",341,,,,,,,,
"Hanover, VA",4,,,,,,,,
"Hanover, VA",51085(cbwsonly),,,,,,,,
"Henrico, VA",54,,,,,,,,
"Henrico, VA",7,,,,,,,,
"Henrico, VA",51087,,,,,,,,
"Henrico, VA",9,,,,,,,,
"Henrico, VA",0.015,,,,,,,,
"Henrico, VA",45.0,,,,,,,,
"Henrico, VA",342,,,,,,,,
"Henrico, VA",4,,,,,,,,
"Henrico, VA",51087(cbwsonly),,,,,,,,
"Isle Of Wight, VA",55,,,,,,,,
"Isle Of Wight, VA",7,,,,,,,,
"Isle Of Wight, VA",51093,,,,,,,,
"Isle Of Wight, VA",9,,,,,,,,
"Isle Of Wight, VA",0.015,,,,,,,,
"Isle Of Wight, VA",45.0,,,,,,,,
"Isle Of Wight, VA",343,,,,,,,,
"Isle Of Wight, VA",4,,,,,,,,
"Isle Of Wight, VA",51093(cbwsonly),,,,,,,,
"James City, VA",56,,,,,,,,
"James City, VA",7,,,,,,,,
"James City, VA",51095,,,,,,,,
"James City, VA",9,,,,,,,,
"James City, VA",0.015,,,,,,,,
"James City, VA",45.0,,,,,,,,
"James City, VA",344,,,,,,,,
"James City, VA",4,,,,,,,,
"James City, VA",51095(cbwsonly),,,,,,,,
"King And Queen, VA",57,,,,,,,,
"King And Queen, VA",7,,,,,,,,
"King And Queen, VA",51097,,,,,,,,
"King And Queen, VA",9,,,,,,,,
"King And Queen, VA",0.015,,,,,,,,
"King And Queen, VA",45.0,,,,,,,,
"King And Queen, VA",345,,,,,,,,
"King And Queen, VA",4,,,,,,,,
"King And Queen, VA",51097(cbwsonly),,,,,,,,
"King George, VA",58,,,,,,,,
"King George, VA",7,,,,,,,,
"King George, VA",51099,,,,,,,,
"King George, VA",9,,,,,,,,
"King George, VA",0.015,,,,,,,,
"King George, VA",45.0,,,,,,,,
"King George, VA",346,,,,,,,,
"King George, VA",4,,,,,,,,
"King George, VA",51099(cbwsonly),,,,,,,,
"King William, VA",59,,,,,,,,
"King William, VA",7,,,,,,,,
"King William, VA",51101,,,,,,,,
"King William, VA",9,,,,,,,,
"King William, VA",0.015,,,,,,,,
"King William, VA",45.0,,,,,,,,
"King William, VA",347,,,,,,,,
"King William, VA",4,,,,,,,,
"King William, VA",51101(cbwsonly),,,,,,,,
"Lancaster, VA",60,,,,,,,,
"Lancaster, VA",7,,,,,,,,
"Lancaster, VA",51103,,,,,,,,
"Lancaster, VA",9,,,,,,,,
"Lancaster, VA",0.015,,,,,,,,
"Lancaster, VA",45.0,,,,,,,,
"Lancaster, VA",348,,,,,,,,
"Lancaster, VA",4,,,,,,,,
"Lancaster, VA",51103(cbwsonly),,,,,,,,
"Mathews, VA",61,,,,,,,,
"Mathews, VA",7,,,,,,,,
"Mathews, VA",51115,,,,,,,,
"Mathews, VA",9,,,,,,,,
"Mathews, VA",0.015,,,,,,,,
"Mathews, VA",45.0,,,,,,,,
"Mathews, VA",349,,,,,,,,
"Mathews, VA",4,,,,,,,,
"Mathews, VA",51115(cbwsonly),,,,,,,,
"Middlesex, VA",62,,,,,,,,
"Middlesex, VA",7,,,,,,,,
"Middlesex, VA",51119,,,,,,,,
"Middlesex, VA",9,,,,,,,,
"Middlesex, VA",0.015,,,,,,,,
"Middlesex, VA",45.0,,,,,,,,
"Middlesex, VA",350,,,,,,,,
"Middlesex, VA",4,,,,,,,,
"Middlesex, VA",51119(cbwsonly),,,,,,,,
"New Kent, VA",63,,,,,,,,
"New Kent, VA",7,,,,,,,,
"New Kent, VA",51127,,,,,,,,
"New Kent, VA",9,,,,,,,,
"New Kent, VA",0.015,,,,,,,,
"New Kent, VA",45.0,,,,,,,,
"New Kent, VA",351,,,,,,,,
"New Kent, VA",4,,,,,,,,
"New Kent, VA",51127(cbwsonly),,,,,,,,
"Northampton, VA",64,,,,,,,,
"Northampton, VA",7,,,,,,,,
"Northampton, VA",51131,,,,,,,,
"Northampton, VA",9,,,,,,,,
"Northampton, VA",0.015,,,,,,,,
"Northampton, VA",45.0,,,,,,,,
"Northampton, VA",352,,,,,,,,
"Northampton, VA",4,,,,,,,,
"Northampton, VA",51131(cbwsonly),,,,,,,,
"Northumberland, VA",65,,,,,,,,
"Northumberland, VA",7,,,,,,,,
"Northumberland, VA",51133,,,,,,,,
"Northumberland, VA",9,,,,,,,,
"Northumberland, VA",0.015,,,,,,,,
"Northumberland, VA",45.0,,,,,,,,
"Northumberland, VA",353,,,,,,,,
"Northumberland, VA",4,,,,,,,,
"Northumberland, VA",51133(cbwsonly),,,,,,,,
"Prince George, VA",66,,,,,,,,
"Prince George, VA",7,,,,,,,,
"Prince George, VA",51149,,,,,,,,
"Prince George, VA",9,,,,,,,,
"Prince George, VA",0.015,,,,,,,,
"Prince George, VA",45.0,,,,,,,,
"Prince George, VA",354,,,,,,,,
"Prince George, VA",4,,,,,,,,
"Prince George, VA",51149(cbwsonly),,,,,,,,
"Richmond, VA",67,,,,,,,,
"Richmond, VA",7,,,,,,,,
"Richmond, VA",51159,,,,,,,,
"Richmond, VA",9,,,,,,,,
"Richmond, VA",0.015,,,,,,,,
"Richmond, VA",45.0,,,,,,,,
"Richmond, VA",355,,,,,,,,
"Richmond, VA",4,,,,,,,,
"Richmond, VA",51159(cbwsonly),,,,,,,,
"Surry, VA",69,,,,,,,,
"Surry, VA",7,,,,,,,,
"Surry, VA",51181,,,,,,,,
"Surry, VA",9,,,,,,,,
"Surry, VA",0.015,,,,,,,,
"Surry, VA",45.0,,,,,,,,
"Surry, VA",356,,,,,,,,
"Surry, VA",4,,,,,,,,
"Surry, VA",51181(cbwsonly),,,,,,,,
"Westmoreland, VA",71,,,,,,,,
"Westmoreland, VA",7,,,,,,,,
"Westmoreland, VA",51193,,,,,,,,
"Westmoreland, VA",9,,,,,,,,
"Westmoreland, VA",0.015,,,,,,,,
"Westmoreland, VA",45.0,,,,,,,,
"Westmoreland, VA",357,,,,,,,,
"Westmoreland, VA",4,,,,,,,,
"Westmoreland, VA",51193(cbwsonly),,,,,,,,
"York, VA",72,,,,,,,,
"York, VA",7,,,,,,,,
"York, VA",51199,,,,,,,,
"York, VA",9,,,,,,,,
"York, VA",0.015,,,,,,,,
"York, VA",45.0,,,,,,,,
"York, VA",358,,,,,,,,
"York, VA",4,,,,,,,,
"York, VA",51199(cbwsonly),,,,,,,,
"Chesapeake City, VA",73,,,,,,,,
"Chesapeake City, VA",7,,,,,,,,
"Chesapeake City, VA",51550,,,,,,,,
"Chesapeake City, VA",9,,,,,,,,
"Chesapeake City, VA",0.015,,,,,,,,
"Chesapeake City, VA",45.0,,,,,,,,
"Chesapeake City, VA",359,,,,,,,,
"Chesapeake City, VA",4,,,,,,,,
"Chesapeake City, VA",51550(cbwsonly),,,,,,,,
"Suffolk City, VA",74,,,,,,,,
"Suffolk City, VA",7,,,,,,,,
"Suffolk City, VA",51800,,,,,,,,
"Suffolk City, VA",9,,,,,,,,
"Suffolk City, VA",0.015,,,,,,,,
"Suffolk City, VA",45.0,,,,,,,,
"Suffolk City, VA",360,,,,,,,,
"Suffolk City, VA",4,,,,,,,,
"Suffolk City, VA",51800(cbwsonly),,,,,,,,
"Virginia Beach City, VA",75,,,,,,,,
"Virginia Beach City, VA",7,,,,,,,,
"Virginia Beach City, VA",51810,,,,,,,,
"Virginia Beach City, VA",9,,,,,,,,
"Virginia Beach City, VA",0.015,,,,,,,,
"Virginia Beach City, VA",45.0,,,,,,,,
"Virginia Beach City, VA",361,,,,,,,,
"Virginia Beach City, VA",4,,,,,,,,
"Virginia Beach City, VA",51810(cbwsonly),,,,,,,,
"Albemarle, VA",76,,,,,,,,
"Albemarle, VA",7,,,,,,,,
"Albemarle, VA",51003,,,,,,,,
"Albemarle, VA",10,,,,,,,,
"Albemarle, VA",0.015,,,,,,,,
"Albemarle, VA",45.0,,,,,,,,
"Albemarle, VA",362,,,,,,,,
"Albemarle, VA",4,,,,,,,,
"Albemarle, VA",51003(cbwsonly),,,,,,,,
"Amelia, VA",77,,,,,,,,
"Amelia, VA",7,,,,,,,,
"Amelia, VA",51007,,,,,,,,
"Amelia, VA",10,,,,,,,,
"Amelia, VA",0.015,,,,,,,,
"Amelia, VA",45.0,,,,,,,,
"Amelia, VA",363,,,,,,,,
"Amelia, VA",4,,,,,,,,
"Amelia, VA",51007(cbwsonly),,,,,,,,
"Amherst, VA",78,,,,,,,,
"Amherst, VA",7,,,,,,,,
"Amherst, VA",51009,,,,,,,,
